Course_ID,Course_Name,Course_Type,Delivery_Mode,Class_Size,Difficulty_Rating,Instructor_ID,Instructor_Tenure,Instructor_Field,Student_ID,Year,Enrollment_Status,Overall_GPA,Grade_in_Course,Feedback_Text,Date_Submitted,Numeric_Rating_Instructor,Numeric_Rating_Course,Overall_Satisfaction,Cleaned_Feedback,Tokens,Tokens_NoStop,Lemmas,VADER_Scores,neg,neu,pos,compound,Sentiment_Label
CSE393,Multi-channeled human-resource intranet,Lab,Hybrid,68.0,1.0,I4758,No,Computer Science,S11199,Sophomore,Full-time,2.21,C,"The course content was fair, but nothing stood out. Would recommend.",2024-12-30,5.0,4.0,1.0,the course content was fair but nothing stood out would recommend,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out', 'would', 'recommend']","['course', 'content', 'fair', 'stood', 'recommend']","['course', 'content', 'fair', 'stand', 'recommend']","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",0.0,0.647,0.353,0.5994,Positive
CSE138,Digitized asymmetric Internet solution,Lecture,Hybrid,93.0,2.0,I8580,No,Computer Science,S94430,Senior,Full-time,3.97,A,"There were highs and lows throughout the semester. Overall, decent.",2025-03-19,3.0,3.0,3.0,there were highs and lows throughout the semester overall decent,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester', 'overall', 'decent']","['highs', 'lows', 'semester', 'overall', 'decent']","['highs', 'lows', 'semester', 'overall', 'decent']","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.2023}",0.167,0.833,0.0,-0.2023,Negative
CSE464,Up-sized bandwidth-monitored core,Lab,In-Person,23.0,3.0,I5078,Yes,History,S52701,Senior,Full-time,3.97,A,"Class discussions were lively, but the readings were excessive. Overall, decent.",2024-10-31,5.0,1.0,4.0,class discussions were lively but the readings were excessive overall decent,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive', 'overall', 'decent']","['class', 'discussions', 'lively', 'readings', 'excessive', 'overall', 'decent']","['class', 'discussion', 'lively', 'reading', 'excessive', 'overall', 'decent']","{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",0.0,0.837,0.163,0.2382,Positive
CSE350,Inverse discrete moratorium,Seminar,Hybrid,27.0,5.0,I4942,Yes,Computer Science,S30758,Sophomore,Part-time,2.04,C,The professor was very engaging and the course material was clear.,2024-10-18,1.0,3.0,4.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE103,Vision-oriented reciprocal firmware,Seminar,In-Person,64.0,2.0,I5291,Yes,Psychology,S10815,Sophomore,Part-time,3.42,F,Instructor was knowledgeable but not very approachable. Not bad.,2024-09-29,5.0,5.0,1.0,instructor was knowledgeable but not very approachable not bad,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'not', 'bad']","['instructor', 'knowledgeable', 'approachable', 'bad']","['instructor', 'knowledgeable', 'approachable', 'bad']","{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.6334}",0.0,0.657,0.343,0.6334,Positive
CSE312,Reduced bandwidth-monitored info-mediaries,Lecture,Hybrid,97.0,2.0,I7813,No,Computer Science,S56132,Junior,Full-time,2.2,C,"I enjoyed the group projects, but the exams were too difficult. Very practical.",2024-11-03,3.0,5.0,1.0,i enjoyed the group projects but the exams were too difficult very practical,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'very', 'practical']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'practical']","['enjoy', 'group', 'project', 'exam', 'difficult', 'practical']","{'neg': 0.211, 'neu': 0.649, 'pos': 0.14, 'compound': -0.2732}",0.211,0.649,0.14,-0.2732,Negative
CSE482,Visionary non-volatile leverage,Lecture,Hybrid,52.0,5.0,I4525,Yes,Psychology,S15707,Senior,Part-time,2.43,C,Poor structure and lack of feedback made this class di.fficult,2024-11-28,4.0,1.0,2.0,poor structure and lack of feedback made this class difficult,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.6597}",0.403,0.597,0.0,-0.6597,Negative
CSE389,Switchable logistical infrastructure,Lab,In-Person,62.0,2.0,I4942,Yes,Mathematics,S59596,Junior,Part-time,2.23,F,The course was disorganized and the professor was unhelpful. Needs improvement.,2024-12-22,3.0,2.0,1.0,the course was disorganized and the professor was unhelpful needs improvement,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful', 'needs', 'improvement']","['course', 'disorganized', 'professor', 'unhelpful', 'needs', 'improvement']","['course', 'disorganized', 'professor', 'unhelpful', 'need', 'improvement']","{'neg': 0.155, 'neu': 0.634, 'pos': 0.211, 'compound': 0.2023}",0.155,0.634,0.211,0.2023,Positive
CSE218,Compatible upward-trending attitude,Lab,Hybrid,21.0,4.0,I1758,No,History,S75180,Freshman,Full-time,2.55,D,"Assignments were helpful, though sometimes poorly ti.med Overall, decent.",2024-10-26,2.0,2.0,2.0,assignments were helpful though sometimes poorly timed overall decent,"['assignments', 'were', 'helpful', 'though', 'sometimes', 'poorly', 'timed', 'overall', 'decent']","['assignments', 'helpful', 'poorly', 'timed', 'overall', 'decent']","['assignment', 'helpful', 'poorly', 'time', 'overall', 'decent']","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.0,0.741,0.259,0.4215,Positive
CSE361,Inverse actuating paradigm,Seminar,Hybrid,24.0,4.0,I3755,No,History,S76396,Senior,Part-time,2.86,C,Very interactive and inclusive class environment.,2025-02-03,5.0,5.0,2.0,very interactive and inclusive class environment,"['very', 'interactive', 'and', 'inclusive', 'class', 'environment']","['interactive', 'inclusive', 'class', 'environment']","['interactive', 'inclusive', 'class', 'environment']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE124,Virtual dynamic conglomeration,Lecture,In-Person,98.0,1.0,I7862,No,Mathematics,S59198,Senior,Full-time,2.48,A,"It was an average extperience—no too hard, not too easy. Would recommend.",2024-10-04,3.0,3.0,4.0,it was an average extperience—no too hard not too easy would recommend,"['it', 'was', 'an', 'average', 'extperience', '—', 'no', 'too', 'hard', 'not', 'too', 'easy', 'would', 'recommend']","['average', 'extperience', '—', 'hard', 'easy', 'recommend']","['average', 'extperience', 'hard', 'easy', 'recommend']","{'neg': 0.249, 'neu': 0.588, 'pos': 0.163, 'compound': -0.0788}",0.249,0.588,0.163,-0.0788,Negative
CSE356,Adaptive mission-critical standardization,Lecture,Hybrid,65.0,4.0,I2547,No,Computer Science,S53440,Junior,Part-time,2.34,D,Instructor was knowledgeable but not very ap.proachable,2024-09-30,2.0,2.0,4.0,instructor was knowledgeable but not very approachable,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable']","['instructor', 'knowledgeable', 'approachable']","['instructor', 'knowledgeable', 'approachable']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE126,Grass-roots zero administration standardization,Seminar,Online,61.0,5.0,I2606,No,History,S42511,Junior,Full-time,2.5,F,"The professor was great, but the content was hard to follow.",2025-01-20,2.0,1.0,2.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE381,Re-engineered scalable moderator,Lecture,Hybrid,41.0,3.0,I6383,Yes,Biology,S15499,Senior,Full-time,3.58,B,"It was an average experience—not too hard, not too easy. Would recommend.",2025-02-17,1.0,2.0,5.0,it was an average experience—not too hard not too easy would recommend,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy', 'would', 'recommend']","['average', 'experience', '—', 'hard', 'easy', 'recommend']","['average', 'experience', 'hard', 'easy', 'recommend']","{'neg': 0.249, 'neu': 0.588, 'pos': 0.163, 'compound': -0.0788}",0.249,0.588,0.163,-0.0788,Negative
CSE224,Organized 24/7 projection,Lab,Online,71.0,2.0,I6702,Yes,Mathematics,S57469,Senior,Part-time,2.36,A,"The class was okay. Some parts were good, others not so much.",2025-03-15,4.0,3.0,1.0,the class was okay some parts were good others not so much,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much']","['class', 'okay', 'parts', 'good']","['class', 'okay', 'part', 'good']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.0,0.676,0.324,0.5859,Positive
CSE243,Focused 24hour database,Lecture,Online,45.0,4.0,I3672,No,Biology,S20185,Junior,Part-time,2.81,D,There were highs and lows throughout the semester. Great insights!,2024-12-13,2.0,3.0,4.0,there were highs and lows throughout the semester great insights,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester', 'great', 'insights']","['highs', 'lows', 'semester', 'great', 'insights']","['highs', 'lows', 'semester', 'great', 'insight']","{'neg': 0.127, 'neu': 0.564, 'pos': 0.309, 'compound': 0.5562}",0.127,0.564,0.309,0.5562,Positive
CSE313,Ergonomic demand-driven moratorium,Lecture,Hybrid,73.0,5.0,I7399,Yes,Psychology,S77645,Junior,Part-time,3.68,D,"Lectures lacked structure, making it hard to follow. Very practical.",2024-12-24,5.0,1.0,2.0,lectures lacked structure making it hard to follow very practical,"['lectures', 'lacked', 'structure', 'making', 'it', 'hard', 'to', 'follow', 'very', 'practical']","['lectures', 'lacked', 'structure', 'making', 'hard', 'follow', 'practical']","['lecture', 'lack', 'structure', 'make', 'hard', 'follow', 'practical']","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",0.135,0.865,0.0,-0.1027,Negative
CSE111,Fully-configurable neutral open architecture,Lab,In-Person,23.0,4.0,I8392,No,Biology,S19192,Junior,Part-time,2.56,B,I really enjoyed this class. It was well-organized and informative.,2025-01-02,5.0,2.0,2.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE255,Profound eco-centric pricing structure,Lab,Online,21.0,1.0,I8753,No,Biology,S56959,Junior,Full-time,2.95,D,"The professor was great, but the content was hard to follow.",2024-11-01,5.0,4.0,5.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE130,Realigned systematic function,Lab,In-Person,34.0,5.0,I2215,No,Mathematics,S52309,Junior,Full-time,3.45,C,I really enjoyed this class. It was well-organized and informative. Satisfactory.,2024-10-17,5.0,4.0,4.0,i really enjoyed this class it was wellorganized and informative satisfactory,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'satisfactory']","['enjoyed', 'class', 'wellorganized', 'informative', 'satisfactory']","['enjoy', 'class', 'wellorganize', 'informative', 'satisfactory']","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.7264}",0.0,0.568,0.432,0.7264,Positive
CSE328,Adaptive reciprocal architecture,Lecture,Hybrid,31.0,3.0,I9808,Yes,Computer Science,S50579,Junior,Full-time,3.32,C,"The course content was fair, but nothing stood out. Would recommend.",2024-10-05,4.0,4.0,1.0,the course content was fair but nothing stood out would recommend,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out', 'would', 'recommend']","['course', 'content', 'fair', 'stood', 'recommend']","['course', 'content', 'fair', 'stand', 'recommend']","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",0.0,0.647,0.353,0.5994,Positive
CSE118,Organized needs-based policy,Seminar,In-Person,47.0,5.0,I4928,Yes,Computer Science,S15018,Junior,Part-time,3.0,B,I struggled with the pace and the material was unclear. Very practical.,2024-09-28,4.0,2.0,1.0,i struggled with the pace and the material was unclear very practical,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear', 'very', 'practical']","['struggled', 'pace', 'material', 'unclear', 'practical']","['struggle', 'pace', 'material', 'unclear', 'practical']","{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.5267}",0.328,0.672,0.0,-0.5267,Negative
CSE422,Re-engineered 5thgeneration capability,Seminar,Online,35.0,5.0,I9337,Yes,Computer Science,S36513,Senior,Part-time,2.37,F,"The lectures were engaging, and I appreciated the real-world examples. Too theoretical.",2025-02-28,2.0,5.0,2.0,the lectures were engaging and i appreciated the realworld examples too theoretical,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'realworld', 'examples', 'too', 'theoretical']","['lectures', 'engaging', 'appreciated', 'realworld', 'examples', 'theoretical']","['lecture', 'engage', 'appreciated', 'realworld', 'example', 'theoretical']","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.0,0.612,0.388,0.6908,Positive
CSE499,Innovative stable hub,Lab,In-Person,47.0,3.0,I4247,Yes,Computer Science,S91855,Sophomore,Full-time,2.53,A,"The course content was fair, but nothing stood out.",2024-10-26,1.0,3.0,1.0,the course content was fair but nothing stood out,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out']","['course', 'content', 'fair', 'stood']","['course', 'content', 'fair', 'stand']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.1655}",0.0,0.829,0.171,0.1655,Positive
CSE144,Assimilated well-modulated ability,Seminar,Online,58.0,1.0,I5387,No,History,S34542,Freshman,Part-time,3.08,F,"I enjoyed the group projects, but the exams were too difficult. Needs improvement.",2024-09-30,3.0,4.0,1.0,i enjoyed the group projects but the exams were too difficult needs improvement,"['i', 'enjoyed', 'the', 'group', 'projects', 'but', 'the', 'exams', 'were', 'too', 'difficult', 'needs', 'improvement']","['enjoyed', 'group', 'projects', 'exams', 'difficult', 'needs', 'improvement']","['enjoy', 'group', 'project', 'exam', 'difficult', 'need', 'improvement']","{'neg': 0.177, 'neu': 0.489, 'pos': 0.334, 'compound': 0.4404}",0.177,0.489,0.334,0.4404,Positive
CSE129,Multi-layered discrete productivity,Lecture,Hybrid,98.0,4.0,I8955,No,Computer Science,S69499,Sophomore,Full-time,3.41,B,"Assignments were helpful, though sometimes poorly timed.",2024-12-31,4.0,4.0,1.0,assignments were helpful though sometimes poorly timed,"['assignments', 'were', 'helpful', 'though', 'sometimes', 'poorly', 'timed']","['assignments', 'helpful', 'poorly', 'timed']","['assignment', 'helpful', 'poorly', 'time']","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.0,0.682,0.318,0.4215,Positive
CSE328,Synchronized motivating circuit,Lecture,Online,57.0,4.0,I1475,No,Psychology,S63530,Sophomore,Full-time,3.31,A,I really enjoyed this class. It was well-organized and informative.,2025-01-10,4.0,2.0,5.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE377,Re-engineered uniform hub,Seminar,Online,24.0,3.0,I8565,Yes,Mathematics,S86982,Sophomore,Full-time,2.46,D,I really enjoyed this class. It was well-organized and informative. Not bad.,2024-11-20,3.0,5.0,2.0,i really enjoyed this class it was wellorganized and informative not bad,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative', 'not', 'bad']","['enjoyed', 'class', 'wellorganized', 'informative', 'bad']","['enjoy', 'class', 'wellorganize', 'informative', 'bad']","{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.7538}",0.0,0.583,0.417,0.7538,Positive
CSE358,Multi-tiered web-enabled secured line,Lecture,Online,61.0,4.0,I9151,Yes,Mathematics,S12786,Sophomore,Full-time,3.0,D,"Cotnten was outdated, and there was little student interaction. Challenging but fair.",2025-01-14,3.0,4.0,1.0,cotnten was outdated and there was little student interaction challenging but fair,"['cotnten', 'was', 'outdated', 'and', 'there', 'was', 'little', 'student', 'interaction', 'challenging', 'but', 'fair']","['cotnten', 'outdated', 'little', 'student', 'interaction', 'challenging', 'fair']","['cotnten', 'outdate', 'little', 'student', 'interaction', 'challenge', 'fair']","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.4798}",0.0,0.708,0.292,0.4798,Positive
CSE478,Fundamental executive contingency,Lecture,Hybrid,44.0,4.0,I7754,No,Computer Science,S28304,Freshman,Full-time,2.12,F,Very interactive and inclusive class environment. Very practical.,2025-03-11,5.0,2.0,2.0,very interactive and inclusive class environment very practical,"['very', 'interactive', 'and', 'inclusive', 'class', 'environment', 'very', 'practical']","['interactive', 'inclusive', 'class', 'environment', 'practical']","['interactive', 'inclusive', 'class', 'environment', 'practical']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE474,Ameliorated 6thgeneration project,Lecture,Online,29.0,5.0,I8003,Yes,Psychology,S64032,Junior,Part-time,2.9,F,"The professor was great, but the content was hard to follow. Challenging but fair.",2024-10-22,4.0,5.0,2.0,the professor was great but the content was hard to follow challenging but fair,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow', 'challenging', 'but', 'fair']","['professor', 'great', 'content', 'hard', 'follow', 'challenging', 'fair']","['professor', 'great', 'content', 'hard', 'follow', 'challenge', 'fair']","{'neg': 0.084, 'neu': 0.526, 'pos': 0.389, 'compound': 0.7003}",0.084,0.526,0.389,0.7003,Positive
CSE360,Distributed executive adapter,Seminar,Hybrid,46.0,3.0,I7427,No,History,S92880,Sophomore,Part-time,2.35,C,The professor explained concepts clearly and was always available for help.,2024-12-01,4.0,5.0,1.0,the professor explained concepts clearly and was always available for help,"['the', 'professor', 'explained', 'concepts', 'clearly', 'and', 'was', 'always', 'available', 'for', 'help']","['professor', 'explained', 'concepts', 'clearly', 'available', 'help']","['professor', 'explain', 'concept', 'clearly', 'available', 'help']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.0,0.625,0.375,0.6597,Positive
CSE121,Innovative user-facing focus group,Seminar,Online,50.0,4.0,I8754,Yes,Psychology,S74629,Senior,Part-time,2.35,B,"Class discussions were lively, but the readings were excessive.",2024-10-27,5.0,5.0,5.0,class discussions were lively but the readings were excessive,"['class', 'discussions', 'were', 'lively', 'but', 'the', 'readings', 'were', 'excessive']","['class', 'discussions', 'lively', 'readings', 'excessive']","['class', 'discussion', 'lively', 'reading', 'excessive']","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.2382}",0.0,0.804,0.196,0.2382,Positive
CSE214,Assimilated heuristic flexibility,Seminar,In-Person,80.0,4.0,I9096,Yes,History,S50909,Freshman,Full-time,3.78,B,"The professor was great, but the content was hard to follow. Would recommend.",2025-02-25,2.0,3.0,5.0,the professor was great but the content was hard to follow would recommend,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow', 'would', 'recommend']","['professor', 'great', 'content', 'hard', 'follow', 'recommend']","['professor', 'great', 'content', 'hard', 'follow', 'recommend']","{'neg': 0.092, 'neu': 0.575, 'pos': 0.333, 'compound': 0.6369}",0.092,0.575,0.333,0.6369,Positive
CSE134,Programmable eco-centric collaboration,Lab,Hybrid,23.0,1.0,I1306,Yes,History,S58302,Junior,Full-time,3.34,C,The course was disorganized and the professor was unhelpful. Too theoretical.,2024-10-18,1.0,2.0,2.0,the course was disorganized and the professor was unhelpful too theoretical,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful', 'too', 'theoretical']","['course', 'disorganized', 'professor', 'unhelpful', 'theoretical']","['course', 'disorganized', 'professor', 'unhelpful', 'theoretical']","{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",0.18,0.82,0.0,-0.296,Negative
CSE339,Digitized uniform middleware,Lab,Hybrid,57.0,3.0,I5376,No,Mathematics,S60167,Senior,Full-time,2.34,D,Excellent use of multimedia and class time.,2025-01-11,1.0,1.0,2.0,excellent use of multimedia and class time,"['excellent', 'use', 'of', 'multimedia', 'and', 'class', 'time']","['excellent', 'use', 'multimedia', 'class', 'time']","['excellent', 'use', 'multimedia', 'class', 'time']","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.0,0.619,0.381,0.5719,Positive
CSE359,Vision-oriented optimizing utilization,Lecture,Hybrid,86.0,3.0,I8673,Yes,Mathematics,S12042,Freshman,Full-time,2.2,A,Poor structure and lack of feedback made this class difficult. Not bad.,2024-11-12,1.0,2.0,5.0,poor structure and lack of feedback made this class difficult not bad,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult', 'not', 'bad']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'bad']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult', 'bad']","{'neg': 0.421, 'neu': 0.427, 'pos': 0.152, 'compound': -0.6187}",0.421,0.427,0.152,-0.6187,Negative
CSE240,Fully-configurable maximized infrastructure,Seminar,Hybrid,80.0,4.0,I1916,Yes,History,S34231,Freshman,Full-time,3.73,B,"The lectures were engaging, and I appreciated the redal-worl examples. Would recommend.",2025-02-09,1.0,4.0,4.0,the lectures were engaging and i appreciated the redalworl examples would recommend,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'redalworl', 'examples', 'would', 'recommend']","['lectures', 'engaging', 'appreciated', 'redalworl', 'examples', 'recommend']","['lecture', 'engage', 'appreciated', 'redalworl', 'example', 'recommend']","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.802}",0.0,0.494,0.506,0.802,Positive
CSE100,Intuitive human-resource alliance,Lab,Hybrid,57.0,2.0,I5228,Yes,Biology,S82391,Senior,Full-time,3.68,B,"The lectures were en,gaging and I appreciated the real-world examples. Would recommend.",2024-09-24,4.0,1.0,5.0,the lectures were engaging and i appreciated the realworld examples would recommend,"['the', 'lectures', 'were', 'engaging', 'and', 'i', 'appreciated', 'the', 'realworld', 'examples', 'would', 'recommend']","['lectures', 'engaging', 'appreciated', 'realworld', 'examples', 'recommend']","['lecture', 'engage', 'appreciated', 'realworld', 'example', 'recommend']","{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",0.0,0.608,0.392,0.7003,Positive
CSE221,Innovative interactive artificial intelligence,Lecture,Online,28.0,5.0,I5353,Yes,Psychology,S62487,Senior,Part-time,3.27,A,"The course content was fair, but nothing stood out. Needs improvement.",2024-09-25,5.0,4.0,5.0,the course content was fair but nothing stood out needs improvement,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out', 'needs', 'improvement']","['course', 'content', 'fair', 'stood', 'needs', 'improvement']","['course', 'content', 'fair', 'stand', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6858}",0.0,0.614,0.386,0.6858,Positive
CSE469,Reduced object-oriented groupware,Lecture,Online,45.0,1.0,I1060,No,Psychology,S89563,Freshman,Part-time,3.94,F,Great experience! I learned a lot and felt supported. Too theoretical.,2024-10-06,2.0,3.0,3.0,great experience i learned a lot and felt supported too theoretical,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported', 'too', 'theoretical']","['great', 'experience', 'learned', 'lot', 'felt', 'supported', 'theoretical']","['great', 'experience', 'learn', 'lot', 'felt', 'support', 'theoretical']","{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.7712}",0.0,0.511,0.489,0.7712,Positive
CSE276,Pre-emptive homogeneous parallelism,Lecture,Online,81.0,4.0,I8620,No,History,S82140,Sophomore,Part-time,2.15,B,"Content was outdated, and there was little student interaction. Too theoretical.",2025-01-30,5.0,4.0,5.0,content was outdated and there was little student interaction too theoretical,"['content', 'was', 'outdated', 'and', 'there', 'was', 'little', 'student', 'interaction', 'too', 'theoretical']","['content', 'outdated', 'little', 'student', 'interaction', 'theoretical']","['content', 'outdate', 'little', 'student', 'interaction', 'theoretical']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
CSE140,Profit-focused exuding flexibility,Lab,Hybrid,26.0,3.0,I9998,No,Computer Science,S10747,Freshman,Full-time,2.82,B,Instructor was knowledgeable but not very approachable. Satisfactory.,2024-11-20,4.0,5.0,1.0,instructor was knowledgeable but not very approachable satisfactory,"['instructor', 'was', 'knowledgeable', 'but', 'not', 'very', 'approachable', 'satisfactory']","['instructor', 'knowledgeable', 'approachable', 'satisfactory']","['instructor', 'knowledgeable', 'approachable', 'satisfactory']","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.4541}",0.298,0.702,0.0,-0.4541,Negative
CSE281,Proactive local project,Seminar,Online,34.0,1.0,I8393,Yes,Biology,S99380,Freshman,Full-time,2.33,B,Great experience! I learned a lot and felt supported. Very practical.,2024-10-15,3.0,4.0,3.0,great experience i learned a lot and felt supported very practical,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported', 'very', 'practical']","['great', 'experience', 'learned', 'lot', 'felt', 'supported', 'practical']","['great', 'experience', 'learn', 'lot', 'felt', 'support', 'practical']","{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.7712}",0.0,0.511,0.489,0.7712,Positive
CSE433,Reverse-engineered motivating moratorium,Lab,Online,63.0,2.0,I3605,No,Psychology,S89340,Sophomore,Full-time,3.76,D,"The class was okay. Some parts were good, others not so much. Needs improvement.",2024-11-29,5.0,2.0,1.0,the class was okay some parts were good others not so much needs improvement,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much', 'needs', 'improvement']","['class', 'okay', 'parts', 'good', 'needs', 'improvement']","['class', 'okay', 'part', 'good', 'need', 'improvement']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.7943}",0.0,0.577,0.423,0.7943,Positive
